title,author,price,currency,seller_name,seller_city,seller_region,seller_country,about,binding,condition,edition,isbn,publisher,year_published,availability,searched,edmonton,signed
Billy Morrow Jackson Interpretations of Time and Light,"Wooden, Howard E.",14.0,USD,Dale A. Sorenson,Silver Spring,MD,U.S.A.,"Hardcover. Condition: Fine. Dust Jacket Condition: No Dust Jacket. First Edition; First Printing. Urbana & Chicago: University of Illinois Press, (1990). First Edition, First Printing. Oblong, 10 x 12 in. 148pp. Over 84 reproductions in color. Maroon cloth, fine condition, lacking dj. ISBN 0252017359; Visions Of Illinois; Over 84 illustrations; Oblong 10 x 12 inches; 148 pages. ",Hardcover,UsedCondition,First Edition; First Printing.,9780252017353,"University of Illinois Press, Urbana & Chicago",1990.0,InStock,abebooks - wooden - billy morrow jackson,False,False
BILLY MORROW JACKSON. Interpretations of Time and Light.,"Wooden, Howard E.",20.0,USD,Kurt Gippert Bookseller (ABAA),Chicago,IL,U.S.A.,"Hardcover. Condition: Near fine condition. Dust Jacket Condition: Near fine condition (DJ). First Edition. 147 pages including an index, list of one-man exhibitions, sculptures, biographical outline, etc. Maroon hardcover cloth binding. Unclipped dustjacket with minimal shelfwear to the extremities; protected in archival mylar. Illustrated with numerous reproductions of Jackson's work. Size: Oblong quarto (4to). Book. ",Hardcover,UsedCondition,First Edition.,9780252017353,"University of Illinois Press, Urbana, IL",1990.0,InStock,abebooks - wooden - billy morrow jackson,False,False
Billy Morrow Jackson: Interpretations of Time and Light,"Wooden, Howard E.",7.5,USD,Bookmarc's,Houston,TX,U.S.A.,"Hard Cover. Condition: Very Good. Dust Jacket Condition: Very Good. First Edition. W3 - Dust jacket mylar protected. an inch tear on the front top left corner, wrinkling and crease on the edges, light discoloration and shelf wear. Book has very light shelf wear. Visions of Illinois, A series of publications portraying the rich heritage of the state through historical and contemporary works of photography and art. Size: 4to - over 9¾"" - 12"" Tall. ",Hardcover,UsedCondition,First Edition.,9780252017353,"University of Illinois Press, Urbana, Illinios",1990.0,InStock,abebooks - wooden - billy morrow jackson,False,False
Billy Morrow Jackson: Interpretations of Time and Light,"Wooden, Howard E.",25.0,USD,Wickham Books South,NAPLES,FL,U.S.A.,"Hardcover. Condition: Very Good. Dust Jacket Condition: Fair. First Printing. In tape-repaired DJ ; Signed by artist (Billy Morrow Jackson). Brown cloth hardback. Color & B&W illustrations. Index. Life & work of American painter ; Visions of Illinois; Oblong 4to 11"" - 13"" tall; 147 pages; Signed by Artist. ",Hardcover,UsedCondition,First Printing.,9780252017353,"University of Illinois Press, Urbana",1990.0,InStock,abebooks - wooden - billy morrow jackson,False,True
Moments in Light: Paintings by Billy Morrow Jackson,"Wooden, Howard E.",25.0,USD,Resource for Art and Music Books ,Ivoryton,CT,U.S.A.,"Paperback. Condition: Near Fine. First Edition. small 4to., ills., 48 pp. Firm binding, bright unmarked interior, light rubbing to wraps. Well packaged in a box, ships with tracking. ",Paperback,UsedCondition,First Edition.,,Wichita Art Museum,1980.0,InStock,abebooks - wooden - billy morrow jackson,False,False
BILLY MORROW JACKSON: INTERPRETATIONS OF TIME AND LIGHT,"Wooden, Howard E.",15.0,USD,Novel Ideas Books & Gifts,Decatur,IL,U.S.A.,"Hardcover. Condition: Very Good. Dust Jacket Condition: Good. First Edition. DJ spine fadedAll dust jackets are in Mylar acid-free protectors.; Small 4to 9"" - 11"" tall; 147 pages. ",Hardcover,UsedCondition,First Edition.,,University Of Illinois Press,1990.0,InStock,abebooks - wooden - billy morrow jackson,False,False
Billy Morrow Jackson: Interpretations of Time and Light,"Wooden, Howard E.",25.0,USD,THE HERMITAGE BOOKSHOP,Denver,CO,U.S.A.,"First edition, first printing. Remainder dot to lower edge, spine and two inch portion of front panel sunned else fine in fine dust jacket in mylar cover. ",,UsedCondition,"First edition, first printing.",,U. of Illinois Press,1990.0,InStock,abebooks - wooden - billy morrow jackson,False,False
BILLY MORROW JACKSON,"Wooden, Howard E.",8.99,USD,Koster's Collectible Books,Farmingville,NY,U.S.A.,"Condition: Very Good, Very Good. 1st edition, 1990. Oblong 4 TO, 147 pgs, Color Illus, Hardcover Hardcover: Clean boards and text pages. Gift inscription on second free end paper. Good tight binding. Color illustrated dust jacket is lightly sunfaded along spine. Looks nice in protective mylar. ",Hardcover,UsedCondition,"1st edition, 1990",,University of Illinois Press,,InStock,abebooks - wooden - billy morrow jackson,False,False
Billy Morrow Jackson: Interpretations of Time and Light (Visions of Illinois),Howard E. Wooden; Billy Morrow Jackson [Painter],10.0,USD,Chaparral Books,Portland,OR,U.S.A.,"Hardcover. Condition: Very Good. Dust Jacket Condition: Very Good. First Edition. The binding is tight, corners sharp. Text and images unmarked. Dust jacket in a mylar cover. Oblong 4to. 147pp. ",Hardcover,UsedCondition,First Edition.,9780252017353,University of Illinois Press,1990.0,InStock,abebooks - wooden - billy morrow jackson,False,False
Billy Morrow Jackson. Interpretations of Time and Light.,"Wooden, Howard E.:",13.76,USD,Antiquariat Dr. Josef Anker,Kiefersfelden,BAY,Germany,"Amerikanische Malerei; Realismus. Text auf Englisch. Gebrauchtexemplar. Recht guter Zustand Sprache: Deutsch Gewicht in Gramm: 3050 147 S., überaus zahlreiche, großenteil ganzseitige farbige Abbildungen, 26,5 x 31 cm (Querformat), Leinenband mit Schutzumschlag. ",Hardcover,UsedCondition,,,"Urbana - Chicago, University of Illinois Press,",1990.0,InStock,abebooks - wooden - billy morrow jackson,False,False
BILLY MORROW JACKSON: INTERPRETATIONS OF TIME AND LIGHT,"Wooden, Howard E. [Billy Morrow Jackson]",24.95,USD,"RON RAMSWICK BOOKS, IOBA",CARLSBAD,CA,U.S.A.,"Hard Cover. Condition: Fine. Dust Jacket Condition: Good. First Printing. Oversized hardcover in dust jacket. SIGNED BY BILLY MORROW JACKSON. Also includes a small signed note from the artist laid in. Fine. Dust jacket with small mended tear now protected in fresh mylar cover. Size: 4to - over 9¾"" - 12"" tall. Signed. ",Hardcover,UsedCondition,First Printing.,,"University of Illinois Press, Chicago, Illinois, U.S.A.",1990.0,InStock,abebooks - wooden - billy morrow jackson,False,True
Billy Morrow Jackson: Interpretations of Time and Light,"Wooden, Howard E.",37.5,USD,"Bibliodisia Books, IOBA, Caxton Club",Chicago,IL,U.S.A.,"Hardcover. Condition: As New. Billy Morrow Jackson (illustrator). First Edition. Has the '1' in a number line. A pristine copy with a tiny nick to the back panel corner professionally repaired, unmarked and unclipped. Protected by a Mylar plastic cover. ",Hardcover,UsedCondition,First Edition.,,"University of Illinois Press, Urbana",1990.0,InStock,abebooks - wooden - billy morrow jackson,False,False
Billy Morrow Jackson Interpretations of Time and Light [Visions of Illinois].,"WOODEN, Howard E.",51.25,USD,D & E LAKE LTD. (ABAC/ILAB),Toronto,ON,Canada,"Hardcover. Dust Jacket Included. oblong 4to. pp. 6 p.l., 147, [1]. profusely illus. (mostly colour). index. cloth. dw. First Edition. ",Hardcover,UsedCondition,F,9780252017353,"Urbana & Chicago: University Of Illinois Press, [1990].",1990.0,InStock,abebooks - wooden - billy morrow jackson,False,False
Moments in Light: Paintings by Billy Morrow Jackson,"Wooden, Howard E.",35.0,USD,"Mullen Books, ABAA",Marietta,PA,U.S.A.,"Softcover. White illus. stapled wraps; 48 pp.; 40 color and bw figures. Issued in conjunction with several 1980-1981 exhibitions featuring landscapes by American artist Billy Morrow Jackson (1926-2006). With an essay by Howard E. Wooden, and quite a few examples of Jackson's work. With extensive annotations. VG- (Usual library markings; Some discoloration to edges and/or white cover surface.). ",Paperback,UsedCondition,,,"Wichita Art Museum, Wichita, Kansas",1980.0,InStock,abebooks - wooden - billy morrow jackson,False,False
"Billy Morrow Jackson, Interpretations of Time and Light","Wooden, Howard E.",25.0,USD,Indy Library Store,Indianapolis,IN,U.S.A.,"Hardcover. Condition: Near Fine. Dust Jacket Condition: Near Fine. Billy Morrow Jackson (illustrator). ""147 pp. 90+ ill., most in color. A survey of the work of contemporary ""realist"" landscape artist of the Midwest; signed by the artist on half-title page."". Signed by Illustrator. ",Hardcover,UsedCondition,,,Univ. Of Illinois Press,1990.0,InStock,abebooks - wooden - billy morrow jackson,False,True
Billy Morrow Jackson Interpretations of Time and Light [Visions of Illinois],Howard E. Wooden,50.0,USD,"32.1  Rare Books + Ephemera, IOBA, ESA",Princeton,NJ,U.S.A.,"Hardcover. Condition: Fine. Dust Jacket Condition: Very Good. A Visions of Illinois publication, defind as a series of publications portraying the rich heritage of the state through historical and contemporary works of photography and art. Nearly a hundred reproductions [three-quarters in full color] of many of the Illinois prairie landscapes, as well as the cityscapes, townscapes, interior views, works with social and political themes, and murals done by Jackson over the past forty years. In fine condition but for fading on dust jacket spine. ",Hardcover,UsedCondition,,,"University of Illinois Press, Urbana",1990.0,InStock,abebooks - wooden - billy morrow jackson,False,False
Moments in Light: Paintings By Billy Morrow Jackson,"Wooden, Howard E.",26.26,USD,Midtown Scholar Bookstore,Harrisburg,PA,U.S.A.,"Paperback. Condition: Good. 1981 Wichita Art Museum pamphlet - with some wear; standard-sized, GOOD Standard-sized. ",Paperback,UsedCondition,,,Wichita Art Museum,1980.0,InStock,abebooks - wooden - billy morrow jackson,False,False
The Wild Ride: A History of the North-West Mounted Police 18731904,Charles Wilkins,8.5,USD,SecondSale,Montgomery,IL,U.S.A.,"Condition: Good. Item in good condition. Textbooks may not include supplemental items i.e. CDs, access codes etc. ",Hardcover,UsedCondition,,9780980930412,STANTON ATKINS & DOSIL,2010.0,InStock,abebooks - wilkins - wild ride mounted police,False,False
"The Wild Ride : A History of the North-West Mounted Police, 1873-1904","Wilkins, Charles",7.73,USD,Better World Books,Mishawaka,IN,U.S.A.,"Condition: Good. First Edition. Former library book; may include library markings. Used book that is in clean, average condition without any missing pages. ",Hardcover,UsedCondition,First Edition.,9780980930412,Stanton Atkins & Dosil Publishers,2010.0,InStock,abebooks - wilkins - wild ride mounted police,False,False
The Wild Ride: A History of the North-West Mounted Police 1873-1904,"Wilkins, Charles",8.54,USD,ThriftBooks-Dallas,Dallas,TX,U.S.A.,"Hardcover. Condition: Very Good. No Jacket. May have limited writing in cover pages. Pages are unmarked. ~ ThriftBooks: Read More, Spend Less. ",Hardcover,UsedCondition,,9780980930412,"Stanton, Atkins & Dosil",2010.0,InStock,abebooks - wilkins - wild ride mounted police,False,False
The Wild Ride: A History of the North-West Mounted Police 1873-1904,"Wilkins, Charles",8.54,USD,ThriftBooks-Dallas,Dallas,TX,U.S.A.,"Hardcover. Condition: As New. No Jacket. Pages are clean and are not marred by notes or folds of any kind. ~ ThriftBooks: Read More, Spend Less. ",Hardcover,UsedCondition,,9780980930412,"Stanton, Atkins & Dosil",2010.0,InStock,abebooks - wilkins - wild ride mounted police,False,False
The Wild Ride: A History of the North-West Mounted Police 18731904,Charles Wilkins,14.42,USD,Zoom Books Company,Lynden,WA,U.S.A.,"Condition: Good. Book is in good condition and may contain underlining or highlighting and minimal wear. The book can also include library labels. May not contain miscellaneous items (toys, dvds, etc). We offer 100% money back guarantee and fast customer support. ",Paperback,UsedCondition,,9780980930450,STANTON ATKINS & DOSIL,2012.0,InStock,abebooks - wilkins - wild ride mounted police,False,False
The Wild Ride: A History of the North-West Mounted Police 1873-1904,"Wilkins, Charles",16.5,USD,Werdz Quality Used Books,Winnipeg,MB,Canada,"Soft cover. Condition: Very Good. Clean, tight, unmarked; very light wear to spine extremes; otherwise absolute minimal wear; appears unread; The Wild Ride is a book like no other--an epic record of the opening of the Canadian West. No tale for the faint of heart, this book tracks the 19th century in western Canada from the intrepid advances of Confederation through the fateful construction of the railway to the last stand of those who the poet Robert Service refered to as ""the men who moil for gold."" The Wild Ride is history related in a bold way: as storytelling, as theatre, as art and exhibition, the lot of it brought to life by an inspired collection of photos, paintings and letters. ",Paperback,UsedCondition,,9780980930450,"Stanton Atkins & Dosil, North Vancouver, BC",2012.0,InStock,abebooks - wilkins - wild ride mounted police,False,False
The Wild Ride; A History of the North-West Mounted Police 1873 - 1904,"Wilkins, Charles",15.0,USD,BISON BOOKS - ABAC/ILAB,Winnipeg,MB,Canada,"Paperback. pp. 234. Square 8vo. Colour and black and white illustrations. Light general shelfwear, smudging to covers, creasing to bottom edge of rear cover, bumping to spine ends; very good-. ",Paperback,UsedCondition,,9780980930450,"Stanton Atkins & Dosil Publishers, Vancouver",2012.0,InStock,abebooks - wilkins - wild ride mounted police,False,False
The Wild Ride: A History of the North-West Mounted Police 1873-1904,Charles Wilkins,14.95,USD,Companion Books,Burnaby,BC,Canada,"Soft cover. Condition: Very Good. The book is in very good condition, very minor shelf rubbing, the text appears clean and clear throughout. 'The Wild Ride is a book like no other epic record of the opening of the Canadian west. It is the story of a force of untested young men, mounted policemen in crimson coats, sent west to do what they could to bring law and order to the land. The Wild Ride is history related in a bold way: as storytelling, as theatre, as art and exhibition, brought to life by an inspired collection of photos, artifacts, and ephemera.' Illustrated. 234 pages. 8.5 x 9 inches. Book. ",Paperback,UsedCondition,,9780980930450,"STANTON ATKINS & DOSIL, Vancouver, BC, Canada",2012.0,InStock,abebooks - wilkins - wild ride mounted police,False,False
The Wild Ride: A History of the North West Mounted Police 1873-1904,"Wilkins, Charles",20.0,USD,Frabjous Books,Calgary,AB,Canada,"Hardcover. Condition: Very Good. Dust Jacket Condition: Very Good. 9"" x 9"". 234 pp. ""Record of one of the most feverish and combative periods in North American history."" Illustrated with paintings, maps, photos, and figures. Black cloth. Black cloth. DJ has a 0.5"" closed tear at front top corner. This book weighs 1.2 kg, extra postage may be requested. ",Hardcover,UsedCondition,,9780980930412,SA&D,2010.0,InStock,abebooks - wilkins - wild ride mounted police,False,False
"The Wild Ride: A History of the North-West Mounted Police, 1873-1904","Wilkins, Charles",19.47,USD,Back Lane Books,North Vancouver,BC,Canada,"Hardcover. Condition: See Description. The Wild Ride: A History of the North-West Mounted Police, 1873-1904, Wilkins, Charles. Published by Stanton Atkins & Dosil, Vancouver, 2010. 4to up to 12"" tall; 234pp. with maps, photographs, illustrations and facsimile documents. Black boards with silver lettering to spine; black endpapers. A few very small soil marks to rear endpaper and rear board and otherwise, volume is in fine condition; unclipped dustjacket has light edge ruffling. ",Hardcover,UsedCondition,,9780980930412,"Stanton Atkins & Dosil, Vancouver",2010.0,InStock,abebooks - wilkins - wild ride mounted police,False,False
